,Unique Values,Count
3127,"Scribe's knife, Djehutyhotep",1
2734,Scribe's paint dish,1
1494,Scribe's strings,1
4338,Scribe's thread,1
188,Scroll,8
3868,Scroll fragment,1
114,Sculptor's Model,11
4705,"Sculptor's Model, Goddess, King on reverse",1
4706,Sculptor's Modeland,1
56,Sculptor's model,23
108,Seal,12
4717,"Seal Impression, Arsinoe II and sister Philotera",1
5288,"Seal Plaque, duck, lotus and buds",1
2417,Seal amulet,1
2067,"Seal amulet, Ba bird",1
2423,"Seal amulet, cat",1
1154,"Seal amulet, frog",2
2982,"Seal amulet, frog, Nebmaatre",1
2981,"Seal amulet, frog, ankh",1
2219,"Seal fragment, ivory, recumbent animal",1
4384,"Seal impression, Tutankhamun, beloved of Ptah",1
2041,"Seal impression, rampant sphinx, Tutankhamun",1
2093,"Seal plaque, Merneptah",1
5287,"Seal plaque, cartouche, ankhs, nefers",1
1925,"Seal, Amasis",1
2774,"Seal, Amenemhat II, lion",1
2410,"Seal, Bes",1
1908,"Seal, Harpocrates",1
3436,"Seal, Hathor, inscribed to Amenhotep I",1
2083,"Seal, Lion, Ramesses II",1
3311,"Seal, Nebhepetre Mentuhotep",1
3118,"Seal, Senwosret",1
2208,"Seal, ankh, falcon, figure, uraei",1
4113,"Seal, boy",1
2414,"Seal, button",1
2572,"Seal, button, spirals, geometric design",1
3088,"Seal, cat",1
1866,"Seal, cowroid",1
1309,"Seal, cowroid amulet, Prince Turi",1
4761,"Seal, cowroid, Maat",1
4759,"Seal, cowroid, Was inscription",1
4760,"Seal, cowroid, nefer inscription",1
1560,"Seal, crouching boy",1
661,"Seal, duck",2
1428,"Seal, falcon, lotus",1
3409,"Seal, fish",1
2429,"Seal, frog",1
631,"Seal, hedgehog amulet",3
1705,"Seal, human shaped",1
2896,"Seal, sphinx",1
1481,"Seal, squatting child",1
196,"Seal, stamp",7
4126,"Seal, stamp, Ankh, falcons",1
4127,"Seal, stamp, Labyrinth",1
2772,"Seal-amulet, cartouche, hieroglyphs, Amenemhat III",1
1,Sealing,580
1954,"Sealing Nebmaatre, Amenhotep III, Lower Egypt",1
21,Sealing fragment,56
2009,"Sealing fragment, private name and title",1
2023,"Sealing fragment, private name and title, Hershy",1
184,"Sealing,",8
1515,"Sealing,  Upper Egypt, Lower Egypt, Amun-Re",1
1680,"Sealing,  djed, cobra",1
1333,"Sealing, Amenhotep II, Aakheperure",1
436,"Sealing, Amenhotep III, Nebmaatre",4
1625,"Sealing, Amenhotep III, Nebmaatre,",1
637,"Sealing, Amenhotep III, Nebmaatre, Amun",3
1714,"Sealing, Amenhotep III, Nebmaatre, Amun-Re",1
437,"Sealing, Amenhotep III, Nebmaatre, Horus",4
1663,"Sealing, Amenhotep III, Nebmaatre, Horus,",1
1662,"Sealing, Amenhotep III, Nebmaatre, Horus, cobra",1
1706,"Sealing, Amenhotep III, Nebmaatre, Horus, falcon",1
1701,"Sealing, Amenhotep III, Nebmaatre, Horus, falcon, Thoth",1
1694,"Sealing, Amenhotep III, Nebmaatre, Inheret",1
779,"Sealing, Amenhotep III, Nebmaatre, Ptah",2
1674,"Sealing, Amenhotep III, Nebmaatre, Re",1
1665,"Sealing, Amenhotep III, Nebmaatre, Seth ,",1
1704,"Sealing, Amenhotep III, Nebmaatre, Tiye, female sphinx,",1
1629,"Sealing, Amenhotep III, Nebmaatre, bee, Isis",1
246,"Sealing, Amenhotep III, Nebmaatre, cobra",6
426,"Sealing, Amenhotep III, Nebmaatre, cobra,",4
1630,"Sealing, Amenhotep III, Nebmaatre, cobra, Amun",1
1695,"Sealing, Amenhotep III, Nebmaatre, cobra, Horus",1
1710,"Sealing, Amenhotep III, Nebmaatre, cobra, Horus, falcon, Wedjet",1
1697,"Sealing, Amenhotep III, Nebmaatre, hawk, Horus,",1
1621,"Sealing, Amenhotep III, Nebmaatre, heb sed,",1
1617,"Sealing, Amenhotep III, Nebmaatre, heb sed, djed",1
1720,"Sealing, Amenhotep III, Nebmaatre, ibis, Thoth",1
2216,"Sealing, Amenhotep III, Nebmaatre, ichneumon, heb sed,",1
2782,"Sealing, Amenhotep III, Nebmaatre, mud ball,",1
1712,"Sealing, Amenhotep III, Nebmaatre, splender, Aten",1
1097,"Sealing, Amenhotep III, Nebmaatre. protective falcons",2
109,"Sealing, Amenhotep III, Nebmaatre. winged cobras",12
1679,"Sealing, Amenhotep IV, Akhenaten, Neferkheperure",1
1717,"Sealing, Amun",1
332,"Sealing, Amun-Re",5
1514,"Sealing, Amun-Re,",1
216,"Sealing, Amun-Re, Upper Egypt, Lower Egypt",7
1677,"Sealing, Ankhesenamun",1
1690,"Sealing, Horus, falcon",1
1128,"Sealing, Montu-Re, Montu, falcon",2
1622,"Sealing, NOT ENOUGH INFORMATION",1
601,"Sealing, Nebmaatre, Amenhotep III",3
231,"Sealing, Nebmaatre, Amenhotep III,",6
1547,"Sealing, Nebmaatre, Amenhotep III,  Horus, Amun",1
1904,"Sealing, Nebmaatre, Amenhotep III, Amun",1
1580,"Sealing, Nebmaatre, Amenhotep III, Amun, Ptah",1
636,"Sealing, Nebmaatre, Amenhotep III, Amun, Thoth",3
694,"Sealing, Nebmaatre, Amenhotep III, Amun-Re, Thoth",2
634,"Sealing, Nebmaatre, Amenhotep III, Anubis",3
781,"Sealing, Nebmaatre, Amenhotep III, Aten",2
1590,"Sealing, Nebmaatre, Amenhotep III, Horus",1
1562,"Sealing, Nebmaatre, Amenhotep III, Horus, Amun, hawk",1
314,"Sealing, Nebmaatre, Amenhotep III, Horus, Re",5
232,"Sealing, Nebmaatre, Amenhotep III, Horus, Wadjet, Uraeus",6
340,"Sealing, Nebmaatre, Amenhotep III, Horus, falcon",5
428,"Sealing, Nebmaatre, Amenhotep III, Isis, Horus, Ke-nesu",4
683,"Sealing, Nebmaatre, Amenhotep III, Kheperi",2
149,"Sealing, Nebmaatre, Amenhotep III, Lower Egypt",9
1871,"Sealing, Nebmaatre, Amenhotep III, Maat",1
334,"Sealing, Nebmaatre, Amenhotep III, Nekhbet",5
382,"Sealing, Nebmaatre, Amenhotep III, Ptah",4
715,"Sealing, Nebmaatre, Amenhotep III, Re",2
1949,"Sealing, Nebmaatre, Amenhotep III, Seth animal",1
1556,"Sealing, Nebmaatre, Amenhotep III, Sobek",1
1595,"Sealing, Nebmaatre, Amenhotep III, Thoth",1
331,"Sealing, Nebmaatre, Amenhotep III, Thoth, Djehuty",5
606,"Sealing, Nebmaatre, Amenhotep III, Thoth, Djehuty, djed",3
605,"Sealing, Nebmaatre, Amenhotep III, Thoth, Djehuty, heb-sed",3
159,"Sealing, Nebmaatre, Amenhotep III, Thoth, Ptah, Re",9
195,"Sealing, Nebmaatre, Amenhotep III, Thoth, Ptah, Sakhmet",8
133,"Sealing, Nebmaatre, Amenhotep III, Thoth, double crown",10
207,"Sealing, Nebmaatre, Amenhotep III, Thoth, heb sed",7
1492,"Sealing, Nebmaatre, Amenhotep III, Wadjet, uraeus, winged cobra",1
2622,"Sealing, Nebmaatre, Amenhotep III, atef, uraeus, cobra, ankh",1
1546,"Sealing, Nebmaatre, Amenhotep III, baboon, Thoth",1
1900,"Sealing, Nebmaatre, Amenhotep III, bee",1
1505,"Sealing, Nebmaatre, Amenhotep III, cartouche, Horus",1
1774,"Sealing, Nebmaatre, Amenhotep III, falcon",1
1864,"Sealing, Nebmaatre, Amenhotep III, falcon, bee",1
764,"Sealing, Nebmaatre, Amenhotep III, good god",2
665,"Sealing, Nebmaatre, Amenhotep III, heb sed",2
272,"Sealing, Nebmaatre, Amenhotep III, heb-sed",6
1944,"Sealing, Nebmaatre, Amenhotep III, heb-sed, nesut, bity, bee",1
876,"Sealing, Nebmaatre, Amenhotep III, ichneumon",2
869,"Sealing, Nebmaatre, Amenhotep III, lion",2
2638,"Sealing, Nebmaatre, Amenhotep III, nefer",1
1772,"Sealing, Nebmaatre, Amenhotep III, nesut, bity, bee",1
2618,"Sealing, Nebmaatre, Amenhotep III, winged cobra",1
812,"Sealing, Nebmaatre, Amenhotep III, years",2
1770,"Sealing, Nebmaatre, amenhotep III",1
1539,"Sealing, Nebmaatre, red crown, Amenhotep III, Nut",1
1538,"Sealing, Nebmaatre, white crown, Amenhotep III, rejoicing",1
390,"Sealing, Ptah",4
1100,"Sealing, Re, queen , goddess",2
1498,"Sealing, Seth",1
1687,"Sealing, Seth animal, double crown, cobra",1
2967,"Sealing, Thutmose III,  Menkheperre, lion",1
2972,"Sealing, Thutmose III, Menkheperre, lion",1
784,"Sealing, Thutmose IV, Menkheperure",2
238,"Sealing, Upper Egypt, Lower Egypt, Amun-Re",6
55,"Sealing, administrative",23
1626,"Sealing, amenhotep III, Nebmaatre, Harshef",1
1628,"Sealing, bee, heb sed, djed",1
1667,"Sealing, bull, falcon",1
346,"Sealing, cobra",4
599,"Sealing, cobra, scarab, uraeus",3
162,"Sealing, djed, cobra",9
1683,"Sealing, djed, cobra, sun",1
1672,"Sealing, djed, ka arms,",1
1676,"Sealing, falcon",1
829,"Sealing, fiber tie",2
2327,"Sealing, from Heqanakht papyrus",1
538,"Sealing, from net",3
1816,"Sealing, from vase 30.8.211a",1
1715,"Sealing, heb sed, Maat",1
80,"Sealing, jar",15
3478,"Sealing, jar, King Narmer's estate",1
3477,"Sealing, jar, King Narmer's name",1
4590,"Sealing, jar, Neithhotep,",1
3086,"Sealing, jar, Neithhotep,Hetepneith, Menes, Menesgrab",1
3085,"Sealing, jar, Neithhotep,Hetepneith, Menes,Menesgrab",1
3087,"Sealing, jar, hieroglyphs, Neithhotep, Hetepneith",1
3467,"Sealing, jar, spiral signs",1
3084,"Sealing, jar,Neithhotep,Hetepneith",1
3430,"Sealing, letter, Heqanakht, Rahotep",1
1576,"Sealing, lion, Per-kheper",1
2789,"Sealing, necropolis seal",1
1017,"Sealing, no type",2
1613,"Sealing, not type",1
2026,"Sealing, private name and title",1
1063,"Sealing, recumbant lion",2
1073,"Sealing, recumbant sphinx, ankh",2
1533,"Sealing, recumbant sphinx, hands , Re , Maat  winged cobra, uraeus, Wedjat",1
1666,"Sealing, scarab",1
1116,"Sealing, walking lion",2
1519,"Sealing, winged scarab, sun, nefer",1
1516,"Sealing, winged scarab, sun, solar boat",1
1723,"Sealing,Amenhotep III, Nebmaatre, Thoth",1
2641,Seated statue of Kay,1
3800,"Seated, Amun",1
3677,Section from a non-illustrated manuscript,1
3804,Segmented ball,1
4857,"Senet board, Taia",1
58,Shabti,22
939,"Shabti  of the Overseer of the Fleet, Hekaemsaf",2
796,Shabti base,2
4892,Shabti box,1
4700,"Shabti box, Khabekhnet",1
4289,"Shabti box, Miya, singer of Thoth",1
3965,"Shabti box, Nakhtamun",1
327,"Shabti box, Nauny",5
1033,"Shabti box, Paramnekhu",2
4738,"Shabti box, Ramose",1
4162,"Shabti box, Yuya",1
4651,"Shabti box, shabtis inside, Gautsoshen",1
1121,Shabti coffin,2
4312,"Shabti coffin fragment, Queen TIaa",1
4878,"Shabti coffin, Thutmose IV",1
4083,"Shabti coffin, Wahneferhotep",1
3384,"Shabti coffin, clay",1
1169,"Shabti coffin, shabti, Wahneferhotep",1
1959,"Shabti fragment, 4th prophet of Amun, Mentuemhat",1
826,"Shabti fragment, Petamenophis",2
526,Shabti legs,3
3823,Shabti of Nebneheh,1
1759,Shabti of Queen Tia,1
3818,Shabti of Shedsuhori,1
3785,Shabti of Sherinefer,1
4867,"Shabti, Amenhotep II",1
522,"Shabti, Amenhotep III",3
3985,"Shabti, Bener",1
2336,"Shabti, Divine Adoratrice Henettawy, Overseer",1
831,"Shabti, Divine Consort, Mutemhat Mehytenweskhet",2
185,"Shabti, Djedhor",8
3521,"Shabti, Djedhor, Renpetnefer",1
279,"Shabti, Djedkhonsuefankh",5
1874,"Shabti, Harnakht",1
8,"Shabti, Henettawy C",185
424,"Shabti, Hor",4
5088,"Shabti, Huy, scribe",1
4701,"Shabti, Iineferty",1
1875,"Shabti, Isethay",1
4751,"Shabti, Ity",1
4719,"Shabti, Khabekhnet",1
4917,"Shabti, Khabekhnet, Iineferty",1
4931,"Shabti, Khabekhnet, Sennedjem",1
4752,"Shabti, Khonsu",1
5187,"Shabti, Khonsu, Sennedjem",1
4313,"Shabti, King Siptah",1
832,"Shabti, Mehefpabenu",2
736,"Shabti, Mentuemhat",2
3532,"Shabti, Miptah",1
4748,"Shabti, Mose",1
3238,"Shabti, Mose, Mesu",1
2040,"Shabti, Nakhtmin",1
160,"Shabti, Nauny",9
1573,"Shabti, Nebhor",1
4747,"Shabti, Neferrenpet",1
371,"Shabti, Nesenaset",4
233,"Shabti, Nesinebtasheru",6
277,"Shabti, Nespekashuty",5
169,"Shabti, Pa-abu-meh, Psamtik-seneb",8
803,"Shabti, Painedjem I",2
1422,"Shabti, Peduasar",1
67,"Shabti, Petosiris",18
4278,"Shabti, Psamtikmeryptah, overseer of boats",1
1940,"Shabti, Psusennes I, overseer",1
509,"Shabti, Psusennes I, worker",3
3191,"Shabti, Ramesses VI",1
1216,"Shabti, Scribe Tjay",1
4063,"Shabti, Senebimi",1
4003,"Shabti, Seniu",1
4156,"Shabti, Sennedjem",1
1025,"Shabti, Seti I",2
1571,"Shabti, Shedkhonsu",1
49,"Shabti, Siptah",25
4750,"Shabti, Tamaket",1
4749,"Shabti, Tamakit",1
3930,"Shabti, Thutmose IV",1
1952,"Shabti, Tjanehebu",1
313,"Shabti, Tjanenhebu",5
3958,"Shabti, Tjebure",1
1964,"Shabti, Wahibremhebyt",1
1913,"Shabti, Wahibrenethebsed",1
4073,"Shabti, Wahneferhotep",1
4272,"Shabti, Wedjahor, priest of Neith",1
2633,"Shabti, Wendjebauendjedet",1
469,"Shabti, Yuya",3
5266,"Shabti, double, Benermerut, Ikhem",1
5071,"Shabti, double, Khaemwaset, Mesyt",1
1255,"Shabti, female",1
1173,"Shabti, head",1
3957,"Shabti, head, pectoral, arms, composite",1
4057,"Shabti, mummiform",1
76,"Shabti, overseer, Nauny",16
173,"Shabti, overseer, reis, Nauny",8
1943,"Shabti, priest Hariuemhotep",1
1522,"Shabti, shabti coffin",1
1942,"Shabti, uninscribed",1
4,"Shabti, worker, Nauny",257
955,"Shabti,worker, Nauny",2
1491,"Sheet, heavy, tufted, weft fringe, selvege, loom end, tasseled warp fringe, Wah",1
5280,"Sheet, inscribed,  linen mark, medium spin, irregular weave",1
2178,"Sheet, inscribed, linen mark, coarse spin, loose weave",1
2189,"Sheet, inscribed, linen mark, fine spin, irregular weave",1
2192,"Sheet, inscribed, linen mark, medium fine spin, loose weave",1
2191,"Sheet, inscribed, linen mark, medium spin, close weave",1
2188,"Sheet, inscribed, linen mark, medium spin, irregular weave",1
5334,"Sheet, inscribed, linen mark, medium spin, medium weave",1
5114,"Sheet, inscribed, linen mark, pall",1
1086,"Sheet, inscribed, linen mark, weavers marks, coarse spin, loose weave",2
2846,"Sheet, inscribed, linen mark, weavers marks, fine spin, close weave",1
5281,"Sheet, inscribed, linen mark, weavers marks, fine spin, loose weave",1
948,"Sheet, inscribed, linen mark, weavers marks, fine spin, medium weave",2
5274,"Sheet, inscribed, linen mark, weavers marks, fine spin, rather loose weave",1
5283,"Sheet, inscribed, weavers marks, linen mark, fine spin, fine weave",1
2513,"Sheet, mattress, coarse, tufted, mark preserved",1
2244,"Sheet, mattress, hemmed, marks preserved",1
2784,"Sheet, mattress, tufted, weaver's mark preserved",1
3247,"Sheet, weavers marks, sheer, very fine spin, very fine weave",1
2538,Shell,1
1326,Shell amulet inscribed with Amenemhat III,1
649,"Shell, Senwosret I",2
568,"Shells, string",3
2521,"Shells, string of",1
622,Shield handle,3
421,Shirt,4
381,Shoe,4
3853,Shoes,1
65,Shoulder band fragment,18
4236,Shoulder with garment and wig,1
4641,"Shrine amulet, Khonsu",1
3146,"Shrine attachment, Falcon head",1
2816,"Shrine box, lizard",1
2223,Shrine fragment,1
1549,"Shrine fragment, Padihor",1
1550,"Shrine fragment, lion",1
3708,"Shrine, Amenemhat, Neferu",1
3297,"Shrine, Anubis",1
4529,"Shrine, decorative band, Ptolemy X",1
4533,"Shrine, model",1
1785,"Shrine, statues, Ipunefer, Aashyt",1
3182,Shroud,1
905,Shroud fragment,2
3413,"Shroud fragment, bearded man",1
930,"Shroud fragment, goddess",2
1800,Shroud fragments,1
1810,"Shroud fragments, Osiris",1
1053,"Shroud fragments, goddess",2
1339,"Shroud, Ahmose Penhet, Son of Ahhotep",1
3527,"Shroud, Hori",1
2611,"Shroud, Isis",1
3300,"Shroud, Merytamun",1
4786,"Shroud, Osiris",1
3098,"Shroud, Prince Amenemhat",1
4801,"Shroud, painted",1
3080,"Shroud, woman",1
3135,Shu,1
2051,"Sickle, haft, adhesive",1
1044,"Sickle, insert, denticulate, backed, truncated, tool, sickle blade, adhesive",2
849,Sieve model,2
1175,"Single work, illustrated",1
255,Siphon nozzle,6
5137,"Sistrum fragment, Female",1
1793,"Sistrum, Hathor emblem, Bat",1
312,Situla,5
922,Situla fragment,2
3950,"Situla, Hathor emblem, felines",1
3124,"Situla, Penmin, tree-goddess, Osiris",1
1084,"Situla, floral decoration",2
3391,"Situla, red polished ware",1
3669,Slab,1
3671,Slab fragment,1
3285,Sledge,1
3840,Sleeve fragment,1
3793,Slipper,1
1488,"Slippers, leather, child",1
1764,"Small block, name of Nefertiti",1
2168,"Small block, names of Akhenaten, Aten",1
1977,"Small block, names of Akhenaten, Nefertiti, Aten",1
2058,Small heddle jack from a loom,1
788,Sock,2
2124,"Sons of Horus, Duamutef, jackal-headed, Henettawy C",1
2129,"Sons of Horus, Hapy, baboon-headed, Henettawy C",1
4785,"Sons of Horus, Imsety, human-headed, Henettawy C",1
2113,"Sons of Horus, Qebehsenuef, falcon-headed, Henettawy C",1
4274,"Spacer with Hathor head, cobras and cats on marsh plants in openwork",1
793,"Spacer, Sithathoryunet",2
3507,Spatula,1
60,Spear,20
888,Spear case,2
4655,"Spear, fragmentary",1
5275,"Spear, hilt, shaft, blunt pile, knob, bark decoration",1
2145,"Spear, javelin, blunt pile",1
5276,"Spear, javelin, ebony hilt",1
2149,"Spear, javelin, pointed pile, metal",1
3108,"Spearpoint, socketed javelin head",1
4039,Sphinx body fragment,1
961,"Sphinx, Hatshepsut",2
4939,"Sphinx, Hatshepsut, maned",1
3723,"Sphinx, Senwosret III",1
4184,"Sphinx, Thutmose III",1
4535,"Sphinx, Tutu",1
2351,"Sphinx, headless",1
3145,"Sphinx, vessel foot",1
211,Spindle,7
167,Spindle whorl,8
889,Spindle whorl or button,2
3878,Spindle whorl or gaming piece or ornament,1
2056,Spindle with 2 whorls,1
1641,Spindle with whorl,1
4055,Spinning bowl,1
351,Spool,4
1388,Spool shaped game piece,1
227,Spoon,6
3448,"Spoon, bird",1
1754,"Spoon, duck",1
3885,Spoons,1
42,Square,31
3896,Square and band,1
214,Staff,7
5227,"Staff  ferrule, Neferkhawet",1
1653,Staff of spindle,1
1325,"Staff, Lady Djabwet",1
1749,"Staff, curved",1
536,"Staff, forked",3
5336,"Staff, forked, Amenhotep",1
5337,"Staff, forked, ferrule",1
4124,"Staff, stave, Imhotep",1
2438,Stake,1
4940,"Stake, surveyor, Hatshepsut",1
265,Stamp,6
5196,"Stamp Seal, human head scaraboid, hieroglyphs",1
1213,"Stamp seal, Amenhotep I",1
1235,"Stamp seal, Amenhotep I, Djeserkare",1
3757,"Stamp seal, Ibex",1
1738,"Stamp seal, duck, Hathor emblem",1
366,"Stamp seal, frog",4
1199,"Stamp seal, leopard head, Amenhotep I, Djeserkare",1
2017,"Stamp, cylinder",1
835,"Stamp, disk",2
2204,"Stamp, for bricks, Renenutet, cobra, epithet, hieroglyphs, food",1
2205,"Stamp, for bricks, Renenutet, epithet, hieroglyphs, food, uraeus",1
1693,"Stamp, plaque",1
2245,"Stamp, uraeus, sun disk",1
2670,Stand for toilet jar,1
1605,"Standard, barque fragment",1
3039,"Standing man, Nebethetepet or Nehemetaui figurine",1
5189,Statue Base,1
3487,"Statue arm fragment, life size",1
2194,"Statue arm, Khety",1
4287,"Statue attachment, beard",1
3161,"Statue attachment, ram head",1
4040,"Statue base, Asiatic prisoner head",1
3437,"Statue base, Hatshepsut",1
1661,"Statue base, feet of Musician of Amun, Tasheritkhonsu",1
2704,Statue fragment,1
5193,"Statue fragment, Ramesses II cartouche, Queen Nefertari incised at side of leg",1
1907,"Statue group, Ibis, devotee, Padihorsiese",1
3689,"Statue group, King Sahure, Nome God",1
3595,"Statue group, man and woman",1
5015,"Statue or Equipment Attachment, lotus",1
3132,"Statue throne fragment, Thutmose III",1
4264,Statue wig fragment,1
2094,"Statue wig fragment, inlays missing",1
3187,"Statue, Amasis, military",1
1341,"Statue, Anu",1
3183,"Statue, Ba-bird",1
3079,"Statue, Babaef as older man",1
3073,"Statue, Babaef as younger man",1
4503,"Statue, Baboon seated",1
3734,"Statue, Crocodile",1
4563,"Statue, General Tjahapimu",1
3592,"Statue, Harbes",1
5158,"Statue, Harnefer",1
2283,"Statue, Harpokrates",1
1615,"Statue, Harpokrates, seated",1
926,"Statue, Hatshepsut kneeling",2
4853,"Statue, Hatshepsut seated",1
4935,"Statue, Hatshepsut seated, lower part",1
4936,"Statue, Hatshepsut, khat headdress, amulet",1
4171,"Statue, Hatshepsut, king, seated",1
4165,"Statue, Hatshepsut, king, standing",1
3590,"Statue, Hatshepsut, kneeling",1
1698,"Statue, Isis, Horus",1
3692,"Statue, Kaemsenu standing",1
3698,"Statue, Kaipunesut",1
4771,"Statue, Lion recumbent",1
3597,"Statue, Male squatting",1
3630,"Statue, Menkaure seated",1
3715,"Statue, Merti seated, echelonned wig, Mitry",1
3695,"Statue, Merti's wife, Mitry",1
3694,"Statue, Merti's wife, standing, Mitry",1
3690,"Statue, Merti, cropped hair, Mitry",1
3696,"Statue, Merti, flaring wig, Mitry",1
4718,"Statue, Nefertum",1
3681,"Statue, Nikare, scribe",1
1601,"Statue, Nomarch Idu II",1
4728,"Statue, Osiris, Harkhebit, Padikhonsu, Isetempermes",1
3767,"Statue, Otter, mongoose",1
5041,"Statue, Padiamunrenebwaset, Osiris",1
2829,"Statue, Ptah",1
3533,"Statue, Ramesses II, torso, standard",1
1788,"Statue, Reshef, Reshep, foreign, mace, shield, war",1
3925,"Statue, Roy, Solar Hymn, stela, stelephorous",1
305,"Statue, Sakhmet",5
2317,"Statue, Sehetepibreankh",1
1104,"Statue, Senwosret I",2
3143,"Statue, Sistrophorous",1
3485,"Statue, Steward Au",1
1758,"Statue, Thutmose III",1
3638,"Statue, Tjeteti, middle age",1
4855,"Statue, Tjeteti, servant",1
3639,"Statue, Tjeteti, young man",1
3412,"Statue, Torso of a king",1
3725,"Statue, Vizier Iuy",1
1901,"Statue, Wadjet",1
3963,"Statue, Yuny, Renenutet, pair, menat, music",1
3962,"Statue, Yuny, naophor",1
527,"Statue, courtier",3
1483,"Statue, double uraeus, vulture",1
3038,"Statue, draped male",1
4211,"Statue, garment, pleating",1
5034,"Statue, god",1
1930,"Statue, goddess, throne, lower body",1
3667,"Statue, guardian figure",1
3035,"Statue, king",1
5069,"Statue, king, official, Ramesses II",1
1137,"Statue, kneeling captive",2
928,"Statue, kneeling king, Hatshepsut",2
3952,"Statue, kneeling king, Seti I",1
4883,"Statue, kneeling man, Amenemopetemhat",1
1657,"Statue, lion",1
3953,"Statue, lion, captive",1
3036,"Statue, lower half of a woman",1
407,"Statue, man",4
2957,"Statue, pair, Nebwaw, Tenethet",1
1655,"Statue, priest Ankhpakhered, son of Nesmin",1
4562,"Statue, priest, Osiris shrine",1
3718,"Statue, royal woman, upper half",1
4847,"Statue, sarcophagus, Falcon",1
4141,"Statue, scribe",1
3959,"Statue, scribe, baboon",1
3732,"Statue, seated Mentuhotep with short wig",1
991,"Statue, seated king, Amenhotep III, Merneptah",2
2646,"Statue, seated man, Siamun",1
3731,"Statue, seated man, cloak",1
3944,"Statue, seated, Hatshepsut",1
3366,"Statue, standing King",1
3750,"Statue, standing king, Mentuhotep, Nebhepetre",1
3727,"Statue, standing man, cloak",1
4921,"Statue, standing queen, Cleopatra cartouche",1
4056,"Statue, standing woman, offering",1
3090,"Statue, striding male, draped",1
1012,"Statue, striding man",2
4885,"Statue, torso, striding general",1
3991,"Statue, upper part, seated with pointed wig",1
2695,"Statue, vizier",1
1566,"Statue, young boy",1
5006,"Statuette attachment, head of a goddess, double crown",1
2324,"Statuette attachment, headress",1
920,"Statuette fragment, beard",2
3149,"Statuette fragment, double-flute player",1
919,"Statuette fragment, eye",2
2262,"Statuette fragment, feather",1
2097,"Statuette fragment, head, headdress",1
3346,"Statuette fragment, male possibly",1
2263,"Statuette fragment, pair of feathers",1
2426,Statuette fragments,1
4832,"Statuette group, Bes, worshiper",1
817,"Statuette group, Isis, Osiris, Horus",2
1903,"Statuette group, lions, armchair",1
3986,"Statuette group, man and woman",1
4169,"Statuette group, standing",1
3174,"Statuette group, two men, woman",1
4102,"Statuette group, two women, child",1
5007,Statuette head,1
4629,"Statuette head, dwarf",1
4794,Statuette of Isis with the Horus child,1
3144,"Statuette of Isis with the Horus child, Ankhhor",1
2686,Statuette of Neferhotep,1
3828,Statuette of Reniseneb,1
3937,Statuette of Taweret,1
4011,"Statuette,  Late Middle Kingdom Queen",1
3428,"Statuette,  young boy",1
3165,"Statuette, Amenhotep III",1
2413,"Statuette, Amenopet, inlaid base",1
1110,"Statuette, Amun",2
1056,"Statuette, Amun-Re",2
359,"Statuette, Anubis",4
3760,"Statuette, Anubis Recumbent",1
5014,"Statuette, Anubis, defender of Osiris",1
2181,"Statuette, Anubis, djed pillar",1
700,"Statuette, Apis bull",2
2478,"Statuette, Ba-bird",1
4369,"Statuette, Baboon",1
361,"Statuette, Bastet",4
2475,"Statuette, Bastet, aegis",1
1924,"Statuette, Bes on finial",1
5012,"Statuette, Bes-image, Hor-Asha-Khet",1
1485,"Statuette, Beset",1
4806,"Statuette, Bound Asiatic Captive",1
2471,"Statuette, Child God",1
1149,"Statuette, Child god",2
2474,"Statuette, Child god, hemhem crown",1
3558,"Statuette, Dwarf",1
228,"Statuette, Harpokrates",6
5009,"Statuette, Harpokrates, cornucopia",1
276,"Statuette, Harpokrates, double crown",5
4942,"Statuette, Harpokrates, lower half",1
2477,"Statuette, Harpokrates, red crown",1
1969,"Statuette, Head, Amasis",1
3134,"Statuette, Heka",1
2355,"Statuette, Herakles",1
3160,"Statuette, Horus spearing Antelope",1
1861,"Statuette, Horus, Lord of Sekhem",1
2476,"Statuette, Horus, slaying",1
4900,"Statuette, Horus, vessel",1
2290,"Statuette, Ibis",1
2406,"Statuette, Ibis-headed god, Thoth",1
439,"Statuette, Imhotep",4
2030,"Statuette, Isis",1
93,"Statuette, Isis, Horus",13
2610,"Statuette, Isis, seated",1
792,"Statuette, Isis-Aphrodite",2
4307,"Statuette, Khety",1
3729,"Statuette, Khnumhotep",1
2470,"Statuette, Khonsu",1
3716,"Statuette, Lady Kemtet",1
4592,"Statuette, Maat",1
3617,"Statuette, Male striding",1
2601,"Statuette, Min",1
2387,"Statuette, Min fragment",1
2401,"Statuette, Montu, double heads",1
4280,"Statuette, Mut or Nekhbet",1
4571,"Statuette, Nebethetepet, Nehemetaui",1
402,"Statuette, Nefertum",4
1860,"Statuette, Nehemetaui or Nebethetepet",1
337,"Statuette, Neith",5
1043,"Statuette, Nephthys",2
4495,"Statuette, Nephthys mourning",1
4104,"Statuette, Nubian girl",1
4103,"Statuette, Nubian woman",1
398,"Statuette, Onuris",4
44,"Statuette, Osiris",31
3601,"Statuette, Osiris, Padihorpere",1
531,"Statuette, Osiris-Iah",3
2916,"Statuette, Pataikos",1
139,"Statuette, Ptah",10
4929,"Statuette, Ritual Figure",1
2600,"Statuette, Sakhmet",1
3497,"Statuette, Senbi",1
